id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
25, Unidad de Medio Ambiente,Agosto 2007,2007-08-26 14:35:00,-22.0978,-65.5871,La Quiaca,3400.0,0.438,0.0,851.0,3.53,8.67,588.0,105.0,693.0,16.2,73.37,73.06,266.3,20.83,20.37,13.73,14.23,82.6,87.4,198.0,354.0,7.0,21.0,0.1,0.2,13.0,12.0,1.0,5.0,250.0,1190.0,21.0,70.0,0.04,0.04,2.0,4.0,0.1,0.1,0.8,7.0,13.0,60.0,133.33,1.9,,38.1,8952.38,466.67,19.05,,447.62,90.7,,,-97.0,0.2,54.9,230.0,84.0,100.9,10.2,12.79,2.8,0.02,29.61,21.0,81.0,9500.0,10500.0,0.002,0.002,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26, Unidad de Medio Ambiente,Agosto 2007,2007-08-22 16:20:00,-21.2396,-65.2091,San Juan del Oro,2339.0,0.589,5.0,1448.0,5.05,8.26,1100.0,15.0,1291.0,20.3,111.1,179.21,578.1,71.18,73.01,6.59,9.19,91.8,104.0,26.0,33.0,1.0,6.0,0.1,0.1,0.8,4.0,0.8,43.0,430.0,760.0,4.0,49.0,0.04,0.04,3.0,6.0,0.1,0.1,0.1,6.0,4.0,7.0,333.33,,213.33,2813.33,22000.0,3000.0,200.0,,200.0,4.8,,,,,76.7,175.0,73.0,442.2,0.09,0.25,0.4,0.02,0.08,5.6,15.0,0.0,1.0,0.002,0.001,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27, Unidad de Medio Ambiente,Agosto 2007,2007-08-27 11:15:00,-22.5258,-66.3476,Orosmayo,3871.0,0.497,0.0,1110.0,6.24,8.14,,,,4.4,41.0,67.61,242.6,8.0,17.93,14.6,14.58,153.0,182.5,5.0,17.0,6.0,31.0,0.1,2.0,4.0,11.0,0.1,8.0,128.0,5950.0,3.0,155.0,0.04,0.04,1.0,6.0,0.1,0.2,0.2,5.0,6.0,150.0,,,,,,,,,,60.0,,,-65.0,0.3,81.1,115.0,230.0,64.6,0.2,0.34,0.8,0.02,0.08,,8.0,,,0.002,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28, Unidad de Medio Ambiente,Septiembre 2007,2007-09-10 08:35:00,-21.1519,-64.2345,Pilaya,839.0,0.372,14.0,1263.0,5.73,8.38,144.0,,1214.0,21.9,120.0,142.12,677.4,75.0,78.32,5.5,6.93,73.0,81.1,5.0,15.0,0.1,1.5,0.1,0.4,3.0,17.0,0.2,29.0,340.0,17000.0,26.0,691.0,0.04,0.04,3.0,33.0,0.1,0.1,0.2,13.0,8.0,97.0,,,,,,,,,,176.0,,,-83.0,0.4,73.3,150.0,58.0,304.0,0.1,0.12,0.5,0.02,0.31,,6.0,90.0,430.0,0.002,,0.007,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29, Unidad de Medio Ambiente,Septiembre 2007,2007-09-09 16:00:00,-20.9154,-64.1117,Pilcomayo,734.0,,,1276.0,4.86,8.01,962.0,,2918.0,27.0,96.0,119.69,519.3,47.0,53.52,8.8,8.66,120.0,138.6,14.0,109.0,0.7,0.1,0.1,4.0,6.0,80.0,0.2,229.0,240.0,100000.0,3.0,3000.0,0.04,0.04,2.0,110.0,0.1,0.7,0.2,1450.0,8.0,260.0,,,,,,,,,,739.0,,,-62.0,0.4,70.5,115.0,155.0,249.7,0.03,0.09,0.5,0.02,0.1,,9.0,900.0,4300.0,0.002,,0.008,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30, Unidad de Medio Ambiente,Septiembre 2007,2007-09-09 08:40:00,-21.2794,-63.4546,Pilcomayo,431.0,,,1735.0,4.74,8.08,1198.0,36.0,1234.0,24.6,98.0,133.96,563.1,51.0,55.52,8.2,10.14,200.0,219.0,14.0,47.0,2.0,2.0,0.1,0.1,3.0,5.0,0.2,4.0,270.0,2800.0,14.0,94.0,0.04,0.04,2.0,6.0,0.1,0.1,0.3,3.0,7.0,10.0,0.0,,55.56,105.56,70277.78,2222.22,111.11,,83.33,101.0,,,-66.0,0.7,60.4,130.0,283.0,221.5,0.06,0.12,0.6,0.02,0.09,,7.0,430.0,1200.0,0.002,,0.009,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31, Unidad de Medio Ambiente,Agosto 2007,2007-08-29 08:00:00,-22.3792,-62.5189,Pilcomayo,194.0,,,1632.0,6.72,8.07,1054.0,116.0,1619.0,15.3,101.0,104.0,418.0,41.0,38.0,7.1,8.0,207.0,212.0,2.0,46.0,1.0,3.0,0.1,0.7,3.0,30.0,0.1,52.0,320.0,33000.0,10.0,460.0,0.04,0.04,2.0,32.0,0.1,0.4,0.2,29.0,5.0,91.0,17.24,6.03,232.76,447.41,281724.14,3879.31,258.62,188.79,741.38,444.0,3.45,,-63.0,0.6,67.8,136.0,239.0,371.0,,,3.1,0.03,0.05,,,36.0,11000.0,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32, Unidad de Medio Ambiente,Agosto 2007,2007-08-29 12:25:00,-22.7025,-62.2115,La Estrella,153.0,,,1809.0,8.13,8.03,908.0,1163.0,2798.0,20.4,99.0,147.14,624.0,47.0,62.32,7.1,8.91,226.0,223.1,10.0,83.0,1.0,35.0,0.1,1.0,4.0,48.0,0.1,89.0,340.0,52000.0,6.0,843.0,0.04,0.04,2.0,54.0,0.1,0.2,0.2,46.0,5.0,162.0,29.23,0.86,37.83,76.44,44419.6,719.69,44.71,33.45,135.0,839.0,0.17,,-63.0,0.7,96.2,25.0,384.0,205.4,0.06,0.12,0.5,0.19,0.08,,9.0,30.0,39000.0,0.002,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33, Unidad de Medio Ambiente,Septiembre 2007,2007-09-06 11:05:00,-22.9692,-61.9847,Pilcomayo,205.0,,,1540.0,10.1,8.98,1094.0,,1174.0,25.7,,74.74,429.2,,58.94,,0.88,,160.32,18.2,93.0,0.1,1.0,0.1,0.1,3.0,6.0,0.2,5.0,350.0,2900.0,29.0,254.0,0.04,0.04,2.0,6.0,0.1,0.1,0.3,4.0,6.0,11.0,,,,,,,,,,122.0,,,-119.0,0.6,132.0,104.81,162.5,437.4,0.09,0.26,0.04,0.005,0.1,0.326,,1224.0,2530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34, Unidad de Medio Ambiente,Agosto 2007,2007-08-30 08:20:00,-23.116,-61.9659,La Estrella,186.0,,,1605.0,6.84,8.03,1237.0,300.0,1537.0,15.8,104.0,112.0,456.0,40.0,43.0,9.8,10.2,182.0,201.0,2.0,91.0,1.0,19.0,0.1,0.4,4.0,22.0,0.2,40.0,320.0,20000.0,3.0,350.0,0.04,0.04,3.0,22.0,0.1,0.1,0.5,19.0,6.0,67.0,60.0,1.33,60.0,132.67,65600.0,1156.67,63.33,30.67,203.33,615.0,,,-61.0,0.6,67.8,123.0,244.0,380.0,,,4.8,0.16,0.05,,,30.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35, Unidad de Medio Ambiente,Agosto 2007,2007-08-31 09:05:00,-24.4089,-60.3342,La Estrella,55.0,,,950.0,3.82,7.13,603.0,,611.0,16.1,80.0,86.0,325.0,26.75,26.75,7.28,7.4,70.83,74.97,,46.0,0.1,0.1,0.1,0.2,1.0,2.0,0.2,0.6,320.0,550.0,4.0,10.0,0.04,0.04,2.0,4.0,0.1,0.1,0.2,0.6,5.0,9.0,,,,,,,,,,1.71,,,-10.0,0.2,39.9,177.28,73.44,183.46,,0.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36, Unidad de Medio Ambiente,Septiembre 2007,2007-09-04 10:50:00,-24.7481,-58.833,Pilcomayo,96.0,,,28000.0,7.25,8.45,22161.0,,35886.0,23.5,,260.0,3050.0,,583.68,9.44,62.81,8300.0,11823.8,1.3,554.0,3.0,20.0,0.1,0.2,17.0,54.0,0.2,2.0,550.0,750.0,6.0,12.0,0.04,0.04,4.0,7.0,0.1,0.1,0.7,1.0,20.0,22.0,,,,,,,,,,4.56,,,-87.0,17.2,90.0,473.48,5278.0,5629.5,1.49,1.8,0.05,0.005,0.01,0.619,,53.0,100.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37, Unidad de Medio Ambiente,Septiembre 2007,2007-09-01 12:35:00,-25.2646,-57.7253,Pilcomayo,31.0,,,1899.0,5.62,7.94,1213.0,,1253.0,20.3,74.0,80.0,400.0,44.99,48.64,8.59,8.73,247.17,247.47,,53.0,1.0,0.1,0.1,0.1,4.0,5.0,0.3,3.0,270.0,1350.0,14.0,48.0,0.04,0.04,2.0,6.0,0.1,0.1,0.4,4.0,12.0,10.0,,,,,,,,,,12.3,,,-57.0,0.8,64.6,227.01,244.8,431.73,,0.52,0.24,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38, Unidad de Medio Ambiente,Agosto 2007,2007-08-31 12:05:00,-25.1488,-59.6794,Montelindo,0.0,,,34400.0,7.84,8.06,43918.0,,45490.0,21.2,340.0,420.0,3250.0,498.56,535.0,15.56,15.81,8300.0,8303.2,,510.0,6.0,9.0,0.1,0.1,37.0,45.0,0.2,2.0,900.0,2300.0,12.0,43.0,0.04,0.04,6.0,12.0,0.1,0.1,0.2,0.5,16.0,44.0,,,,,,,,,,8.99,,,-95.0,21.5,106.8,456.18,7100.0,14175.0,,0.83,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39, Unidad de Medio Ambiente,Agosto 2007,2007-08-31 14:35:00,-24.6965,-59.8176,Salada,86.0,,,3030.0,6.61,7.83,2103.0,,2236.0,19.3,120.0,130.0,510.0,44.99,44.99,8.49,8.62,48.68,48.73,,43.0,0.1,1.0,0.1,0.2,6.0,7.0,0.2,7.0,370.0,4700.0,76.0,211.0,0.04,0.04,3.0,7.0,0.1,0.1,0.3,4.0,11.0,17.0,,,,,,,,,,128.0,,,-50.0,1.5,74.2,216.2,331.5,842.4,,0.81,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40, Unidad de Medio Ambiente,Septiembre 2007,2007-09-01 09:40:00,-25.7879,-58.0208,Montelindo,63.0,,,2200.0,5.89,7.82,1437.0,,1528.0,17.7,80.0,80.0,400.0,38.91,48.64,7.8,7.92,314.37,314.77,,44.0,0.1,0.1,0.1,0.1,5.0,24.0,0.6,4.0,521.0,2900.0,37.0,115.0,0.04,0.04,4.0,5.0,0.1,0.1,0.5,2.0,7.0,7.0,,,,,,,,,,63.0,,,-49.0,1.0,65.1,218.36,234.6,591.3,,0.94,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41, Unidad de Medio Ambiente,Septiembre 2007,2007-09-01 11:40:00,-25.2652,-57.7287,Porteño,51.0,,,1672.0,5.86,8.14,1091.0,,1118.0,19.1,84.0,84.0,385.0,37.87,42.56,8.21,8.34,202.87,203.0,,29.0,0.2,2.0,0.1,0.1,3.0,4.0,26.0,29.0,407.0,800000.0,25.0,32.0,0.04,0.04,4.0,5.0,0.1,0.1,0.2,0.5,6.0,7.0,,,,,,,,,,10.1,,,-68.0,0.7,68.4,237.82,173.4,404.59,,0.37,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42, Unidad de Medio Ambiente,Septiembre 2007,2007-09-03 12:10:00,-25.1068,-57.5464,Confuso,69.0,,,651.0,9.39,7.3,333.0,,357.0,25.6,16.0,16.0,75.0,7.3,8.51,3.9,10.47,96.09,96.18,5.1,56.0,0.5,0.1,0.1,0.1,2.0,2.0,0.2,1.0,114.0,700.0,8.0,39.0,0.04,0.04,0.8,2.0,0.1,0.1,0.2,0.8,5.0,8.0,,,,,,,,,,10.6,,,-19.0,0.1,122.0,40.0,105.56,35.8,0.05,0.16,0.05,0.005,0.1,1.01,,51.0,140.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43, Unidad de Medio Ambiente,Septiembre 2007,2007-09-03 14:40:00,-24.1894,-58.2996,Negro,109.0,,,3380.0,7.1,7.92,1994.0,,2109.0,27.8,66.0,66.0,405.0,58.37,58.37,10.64,14.3,507.29,507.76,3.7,107.0,2.0,2.0,0.1,0.1,6.0,6.0,0.4,2.0,370.0,1500.0,54.0,150.0,0.04,0.04,3.0,5.0,0.1,0.1,0.4,1.5,7.0,8.0,,,,,,,,,,28.9,,,-57.0,1.7,93.4,143.77,537.95,437.9,0.73,0.94,0.06,0.008,0.04,1.04,,7104.0,15300.0,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44, Unidad de Medio Ambiente,Septiembre 2007,2007-09-03 15:50:00,-23.8932,-58.4462,Montelindo,92.0,,,47200.0,10.7,8.28,55675.0,,66885.0,27.9,,720.0,5500.0,,899.84,14.53,77.4,9694.2,9703.26,9.3,3238.0,9.0,39.0,0.2,0.1,40.0,135.0,0.3,7.0,1900.0,8200.0,100.0,523.0,0.04,0.04,10.0,46.0,0.1,0.1,0.1,0.1,10.0,66.0,,,,,,,,,,8.69,,,-78.0,30.8,141.0,501.58,13195.0,9436.5,1.86,2.55,0.04,0.005,0.02,0.809,,75.0,120.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45, Unidad de Medio Ambiente,Septiembre 2007,2007-09-05 16:35:00,-23.2146,-59.2026,Verde,111.0,,,60700.0,,9.15,73675.0,,95051.0,27.6,,840.0,7650.0,,1349.8,,3.22,,14590.0,,,14.0,25.0,0.1,0.1,90.0,1500.0,0.6,2.0,2300.0,4000.0,58.0,80.0,0.04,0.04,12.0,24.0,0.1,0.1,0.3,0.5,16.0,25.0,,,,,,,,,,8.09,,,-130.0,41.0,,475.69,13956.3,22882.5,,,,,,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46, Unidad Medio Ambiente,Noviembre 2007,2007-11-07 09:00:00,-22.3792,-62.5189,Pilcomayo,194.0,,,1069.0,6.58,7.58,730.0,16000.0,17000.0,,89.0,89.5,390.0,36.0,76.1,9.9,11.5,89.0,90.8,1.0,303.0,,30.0,,4.0,,60.0,,153.0,,35500.0,,550.0,,0.04,,75.0,,1.0,,250.0,,200.0,,,,,,,,15.01,,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47, Unidad Medio Ambiente,Noviembre 2007,2007-11-08 11:10:00,-21.2611,-63.5033,Pilcomayo,383.0,,,1274.0,5.12,7.95,850.0,2600.0,3500.0,,96.0,99.0,410.0,39.0,52.5,7.2,8.9,130.0,144.0,1.0,109.0,4.0,10.0,0.1,1.0,6.0,25.0,2.0,825.0,1700.0,30000.0,90.0,620.0,0.04,0.04,6.0,30.0,0.1,0.3,4.0,75.0,50.0,90.0,2.31,0.35,7.31,316.54,10884.62,203.85,9.23,26.08,15.38,699.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48, Unidad Medio Ambiente,Noviembre 2007,2007-11-09 16:05:00,-21.2396,-65.2091,San Juan del Oro,2339.0,0.466,3.0,1604.0,4.84,8.31,1200.0,2300.0,3600.0,25.3,170.0,170.0,720.0,81.0,82.0,7.3,8.5,110.0,110.0,37.83,69.0,5.0,15.0,0.1,1.0,6.0,20.0,0.5,35.0,700.0,37200.0,21.0,320.0,0.04,0.04,7.0,25.0,0.1,0.4,2.0,60.0,15.0,80.0,4.35,0.43,6.09,15.0,15869.57,130.0,7.83,22.91,28.26,917.0,0.17,,-79.0,0.6,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49, Unidad Medio Ambiente,Noviembre 2007,2007-11-09 18:05:00,-20.7421,-65.2414,Tumusla,2336.0,0.271,3.0,1446.0,4.97,8.56,1100.0,45.0,1200.0,22.6,120.0,121.0,700.0,100.0,106.0,13.0,15.0,83.0,88.7,40.16,4.0,6.0,400.0,0.1,40.0,1.0,230.0,3.0,8.0,350.0,46000.0,50.0,450.0,0.04,0.04,3.0,30.0,0.1,9.0,0.1,240.0,4.0,170.0,8755.56,888.89,5088.89,111.11,1014444.44,8888.89,600.0,5044.44,3688.89,31.4,200.0,,-92.0,0.5,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50, Unidad Medio Ambiente,Noviembre 2007,2007-11-10 07:20:00,-19.4719,-65.7936,Tarapaya,3341.0,0.382,0.0,1479.0,5.7,6.67,1000.0,520.0,1520.0,6.2,180.0,183.0,520.0,17.0,20.8,20.0,21.2,97.0,99.0,47.0,183.0,16.0,280.0,15.0,21.0,3.0,170.0,0.3,65.0,1010.0,1230.0,700.0,1680.0,0.04,0.04,15.0,100.0,0.1,0.1,0.1,83.0,2204.0,6385.0,507.69,11.54,321.15,124.42,423.08,1884.62,163.46,121.15,8040.38,266.0,,,16.0,0.5,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, Unidad de Medio Ambiente,Febrero 2008,2008-02-29 09:20:00,-19.6021,-65.7346,De la Ribera,4061.0,,,245.0,5.28,6.84,200.0,48.0,248.0,11.6,25.69,27.0,83.5,3.33,3.91,2.65,3.55,10.9,12.0,,2.0,10.0,,0.9,,2.0,,0.6,,90.0,,5.0,,0.04,,0.7,,0.1,,0.1,,60.0,,,,,,,,,,,1.27,,,7.0,0.0,93.0,60.0,3.0,41.3,0.03,0.18,0.5,0.02,0.18,11.0,6.0,,,0.002,,0.005,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52, Unidad de Medio Ambiente,Marzo 2008,2008-03-02 08:35:00,-20.4865,-65.6185,Tumusla,2564.0,,,768.0,5.2,8.27,600.0,862.0,1462.0,16.4,55.3,57.57,310.6,39.07,40.51,6.42,7.4,36.5,41.8,,2.0,3.0,,0.1,,1.0,,1.0,,240.0,,30.0,,0.04,,2.0,,0.1,,0.1,,8.0,,,,,,,,,,,7.16,,,-75.0,0.1,73.2,115.0,29.0,207.7,0.31,0.37,2.5,0.02,0.13,11.0,6.0,,,0.002,,0.002,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53, Unidad de Medio Ambiente,Marzo 2008,2008-03-02 10:45:00,-20.8207,-65.6666,Cotagaita,2655.0,,,1686.0,4.66,7.69,1808.0,255.0,2063.0,17.9,98.93,103.33,835.8,136.71,140.3,7.4,8.14,45.0,47.3,,4.0,2.0,,0.4,,1.0,,0.6,,480.0,,350.0,,0.04,,40.0,,0.1,,0.1,,20.0,,,,,,,,,,,223.0,,,-42.0,0.7,71.6,65.0,31.0,705.9,0.03,0.09,2.7,0.02,0.44,27.0,6.0,,,0.002,,0.01,,3.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54, Unidad de Medio Ambiente,Febrero 2008,2008-02-28 16:20:00,-20.7422,-65.2405,Tumusla,2321.0,1.052,28.0,873.0,6.08,7.88,694.0,6710.0,7404.0,24.0,44.87,48.63,314.2,46.25,46.82,7.89,8.14,41.9,42.2,25.0,2.0,3.0,30.0,0.1,4.0,1.0,70.0,1.0,100.0,290.0,20100.0,8.0,750.0,0.04,0.1,3.0,66.0,0.1,0.9,0.1,180.0,5.0,330.0,4.02,0.6,10.28,14.75,2952.31,110.58,9.39,25.65,48.44,1100.0,0.13,0.01,-54.0,0.2,95.6,100.0,31.0,262.2,0.15,0.64,3.3,0.02,0.36,32.0,6.0,,,0.002,,0.006,,5.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
