latitud,longitud,id_syscali01,Latitud:,Longitud:,Río:,Altura,Fecha de Muestreo,Hora de Muestreo,Velocidad media,Caudal,Campaña,Responsable,Conductividad específica (T ref. 25°C) (uS/cm),Oxígeno disuelto (mg/l O2),pH (u pH),Sólidos disueltos totales (mg/l),Sólidos suspendidos totales (mg/l),Sólidos totales (mg/l),Temperatura (C),Calcio disuelto (mg/l Ca),Calcio total (mg/l Ca),Dureza total (mg/l CaCO3),Magnesio disuelto (mg/l Mg),Magnesio total (mg/l Mg),Potasio disuelto (mg/l K),Potasio total (mg/l K),Sodio disuelto (mg/l Na),Sodio total (mg/l Na),Demanda bioquímica de oxígeno (mg/l O2),Demanda química de oxígeno (mg/l O2),Arsenico disuelto (ug/l As),Arsenico total (ug/l As),Cadmio disuelto (ug/l Cd),Cadmio total (ug/l Cd),Cobre disuelto (ug/l Cu),Cobre total (ug/l Cu),Cromo disuelto (ug/l Cr),Cromo total (ug/l Cr),Hierro disuelto (ug/l Fe),Hierro total (ug/l Fe),Manganeso disuelto (ug/l Mn),Manganeso total (ug/l Mn),Mercurio disuelto (ug/l Hg),Mercurio total (ug/l Hg),Niquel disuelto (ug/l Ni),Niquel total (ug/l Ni),Plata disuelto (ug/l Ag),Plata total (ug/l Ag),Plomo disuelto (ug/l Pb),Plomo total (ug/l Pb),Zinc disuelto (ug/l Zn),Zinc total (ug/l Zn),Arsenico suspensión (mg/kg As),Cadmio suspensión (mg/kg Cd),Cobre suspensión (mg/kg Cu),Cromo suspensión (mg/kg Cr),Hierro suspensión (mg/kg Fe),Manganeso suspensión (mg/kg Mn),Niquel suspensión (mg/kg Ni),Plomo suspensión (mg/kg Pb),Zinc en suspensión (mg/kg Zn),Turbiedad (UNT),Plata suspensión (mg/kg Ag),Mercurio suspensión (mg/kg Hg),pH (mV) (mV),Salinidad (Sal),Saturación de oxígeno (%),Alcalinidad total (mg/l CaCO3),Cloruros (mg/l Cl -),Sulfatos (mg/l SO4=),Fósforo disuelto (mg/l PO4),Fósforo total (mg/l PO4),Nitrato (mg/l NO3),Nitrito (mg/l NO2),Nitrógeno amoniacal (mg/l NH4),Nitrógeno total Kjeldahl (mg/l N),Carbono organico disuelto (mg/l),Coliformes fecales (en NMP) (NMP/100 ml),Coliformes totales (en NMP) (NMP/100 ml),Cianuros libre (mg/l CN-),Fenoles (mg/l C6H6O),Sulfuros (mg/l S=),Aerobios mesófilos totales (en UFC) (UFC/100 ml),Coliformes fecales (en UFC) (UFC/100 ml),Coliformes totales (en UFC) (UFC/100 ml),Cianuros libre (CN-),Sulfuros (S=),Cianuros (mg/l CN-),Color (u PtCo),Boro disuelto (ug/l B),Boro total (ug/l B),Selenio disuelto (ug/l Se),Selenio total (ug/l Se),Hidrocarburos totales (mg/l),Boro suspensión (mg/kg B),Selenio suspensión (mg/kg Se),Cobre total (Cu),Cromo disuelto (Cr),Cromo total (Cr),Hierro disuelto (Fe),Hierro total (Fe),Manganeso disuelto (Mn),Manganeso total (Mn),Mercurio disuelto (Hg),Mercurio total (Hg),Niquel disuelto (Ni),Niquel total (Ni),Plata disuelto (Ag),Plata total (Ag),Plomo disuelto (Pb),Plomo total (Pb),Selenio disuelto (Se),Selenio total (Se),Zinc disuelto (Zn),Zinc total (Zn),Fenoles (C6H6O),Aerobios mesófilos totales (en UFC) (UFC/ml),Hidrocarburos totales (),Cadmio total (Cd),Cobre disuelto (Cu),Fósforo total (PO4),Arsenico total (As),Boro disuelto (B),Boro total (B),Cadmio disuelto (Cd),Demanda bioquímica de oxígeno (O2),Demanda química de oxígeno (O2),Arsenico disuelto (As),Magnesio total (Mg),Potasio disuelto (K),Sodio disuelto (Na),Sulfatos (SO4=),Nitrato (NO3),Nitrito (NO2),Nitrógeno amoniacal (NH4),Fósforo disuelto (PO4),Alcalinidad Fenolftaleina (mg/l CaCO3),Turbiedad (NTU),Bismuto disuelto (ug/l Bi),Bismuto total (ug/l Bi),Talio disuelto (ug/l Tl),Talio total (ug/l Tl),Bismuto suspensión (mg/kg Bi),Talio en suspensión (mg/kg Tl),Presión Parcial (mm Hg),Resistividad (Ohm.cm),Bismuto total (Bi),Talio disuelto (Tl),Talio total (Tl),Bismuto disuelto (Bi),Aerobios mesófilos totales (en NMP) (NMP/100 ml),Cianuros (CN-),Coliformes totales (en UFC) (),Coliformes totales (en NMP) (),Alcalinidad total (CaCO3),Dureza total (CaCO3),Magnesio disuelto (Mg),Potasio total (K),Sodio total (Na),Nitrógeno total Kjeldahl (N),Aerobios mesófilos totales (en UFC) (),Coliformes fecales (en NMP) (),Coliformes fecales (en UFC) (),pH en laboratorio (u pH),Sólidos sedimentables (ml/l),Calcio disuelto (Ca),Calcio total (Ca),Cloruros (Cl -),Carbono orgánico total (mg/l)
-21.5613,-65.6479,24,"21º 33' 40.8""","65º38 52.4"" ",San Juan del Oro,2836 msnm ,26-08-2007,09:25 Hs,0.581 m/s,3 m3/s,Agosto 2007, Unidad de Medio Ambiente,1251,6.23,8.32,1106,20,1126,8.3,148.02,162.03,656.2,59.73,61.11,6.39,6.19,99.6,89.4,45,159,0.8,9,< 0.1,< 0.1,0.5,2,0.2,2,350,580,8,34,< 0.04,< 0.04,2,6,< 0.1,< 0.1,< 0.1,0.7,3,5,410.00,,75.00,90.00,11500.00,1300.00,200.00,,100.00,10.4,,,-76,0.4,76.6,180,52,356.5,0.09,0.09,1.2,0.06,0.32,4,22,0,8,< 0.002,0.048,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.0978,-65.5871,25,"22º 05' 52""","65º35 13.4"" ",La Quiaca,3400 msnm ,26-08-2007,14:35 Hs,0.438 m/s,0 m3/s,Agosto 2007, Unidad de Medio Ambiente,851,3.53,8.67,588,105,693,16.2,73.37,73.06,266.3,20.83,20.37,13.73,14.23,82.6,87.4,198,354,7,21,< 0.1,0.2,13,12,1,5,250,1190,21,70,< 0.04,< 0.04,2,4,< 0.1,< 0.1,0.8,7,13,60,133.33,1.90,,38.10,8952.38,466.67,19.05,,447.62,90.7,,,-97,0.2,54.9,230,84,100.9,10.2,12.79,2.8,< 0.02,29.61,21,81,9500,10500,< 0.002,0.002,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2396,-65.2091,26,"21º14 22.6""","65º12 32.6"" ",San Juan del Oro,2339 msnm ,22-08-2007,16:20 Hs,0.589 m/s,5 m3/s,Agosto 2007, Unidad de Medio Ambiente,1448,5.05,8.26,1100,15,1291,20.3,111.1,179.21,578.1,71.18,73.01,6.59,9.19,91.8,104,26,33,1,6,< 0.1,< 0.1,0.8,4,0.8,43,430,760,4,49,< 0.04,< 0.04,3,6,< 0.1,< 0.1,< 0.1,6,4,7,333.33,,213.33,2813.33,22000.00,3000.00,200.00,,200.00,4.8,,,,,76.7,175,73,442.2,0.09,0.25,0.4,< 0.02,0.08,5.6,15,0,1,< 0.002,< 0.001,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.5258,-66.3476,27,"22º31 33""","66º20 51.2"" ",Orosmayo,3871 msnm ,27-08-2007,11:15 Hs,0.497 m/s,0 m3/s,Agosto 2007, Unidad de Medio Ambiente,1110,6.24,8.14,,,,4.4,41,67.61,242.6,8,17.93,14.6,14.58,153,182.5,< 5,17,6,31,< 0.1,2,4,11,< 0.1,8,128,5950,3,155,< 0.04,< 0.04,1,6,< 0.1,0.2,0.2,5,6,150,,,,,,,,,,60,,,-65,0.3,81.1,115,230,64.6,0.2,0.34,0.8,< 0.02,0.08,,8,,,< 0.002,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.1519,-64.2345,28,"21º09 06.7""","64º14 04.1"" ",Pilaya,839 msnm ,10-09-2007,08:35 Hs,0.372 m/s,14 m3/s,Septiembre 2007, Unidad de Medio Ambiente,1263,5.73,8.38,144,,1214,21.9,120,142.12,677.4,75,78.32,5.5,6.93,73,81.1,< 5,15,0.1,1.5,< 0.1,0.4,3,17,0.2,29,340,17000,26,691,< 0.04,< 0.04,3,33,< 0.1,< 0.1,0.2,13,8,97,,,,,,,,,,176,,,-83,0.4,73.3,150,58,304,0.1,0.12,< 0.5,< 0.02,0.31,,< 6,90,430,< 0.002,,0.007,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.9154,-64.1117,29,"20º54 55.5""","64º06 42.1"" ",Pilcomayo,734 msnm ,09-09-2007,16:00 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,1276,4.86,8.01,962,,2918,27,96,119.69,519.3,47,53.52,8.8,8.66,120,138.6,14,109,0.7,< 0.1,< 0.1,4,6,80,0.2,229,240,100000,3,3000,< 0.04,< 0.04,2,110,< 0.1,0.7,0.2,1450,8,260,,,,,,,,,,739,,,-62,0.4,70.5,115,155,249.7,0.03,0.09,< 0.5,< 0.02,0.1,,9,900,4300,< 0.002,,0.008,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2794,-63.4546,30,"21º16 45.9""","63º27 16.7"" ",Pilcomayo,431 msnm ,09-09-2007,08:40 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,1735,4.74,8.08,1198,36,1234,24.6,98,133.96,563.1,51,55.52,8.2,10.14,200,219,14,47,2,2,< 0.1,< 0.1,3,5,0.2,4,270,2800,14,94,< 0.04,< 0.04,2,6,< 0.1,< 0.1,0.3,3,7,10,0.00,,55.56,105.56,70277.78,2222.22,111.11,,83.33,101,,,-66,0.7,60.4,130,283,221.5,0.06,0.12,0.6,< 0.02,0.09,,7,430,1200,< 0.002,,0.009,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.3792,-62.5189,31,"22º22 45.1""","62º31 8.2"" ",Pilcomayo,194 msnm ,29-08-2007,08:00 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,1632,6.72,8.07,1054,116,1619,15.3,101,104,418,41,38,7.1,8,207,212,< 2,46,1,3,< 0.1,0.7,3,30,0.1,52,320,33000,10,460,< 0.04,< 0.04,2,32,< 0.1,0.4,0.2,29,5,91,17.24,6.03,232.76,447.41,281724.14,3879.31,258.62,188.79,741.38,444,3.45,,-63,0.6,67.8,136,239,371,,,3.1,< 0.03,0.05,,,36,11000,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.7025,-62.2115,32,"22º42 09""","62º12 41.4"" ",La Estrella,153 msnm ,29-08-2007,12:25 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,1809,8.13,8.03,908,1163,2798,20.4,99,147.14,624,47,62.32,7.1,8.91,226,223.1,10,83,1,35,< 0.1,1,4,48,0.1,89,340,52000,6,843,< 0.04,< 0.04,2,54,< 0.1,0.2,0.2,46,5,162,29.23,0.86,37.83,76.44,44419.60,719.69,44.71,33.45,135.00,839,0.17,,-63,0.7,96.2,25,384,205.4,0.06,0.12,< 0.5,0.19,0.08,,9,< 30,39000,< 0.002,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.9692,-61.9847,33,"22º58 09.3""","61º59 04.8"" ",Pilcomayo,205 msnm ,06-09-2007,11:05 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,1540,10.1,8.98,1094,,1174,25.7,,74.74,429.2,,58.94,,0.88,,160.32,18.2,93,< 0.1,1,< 0.1,< 0.1,3,6,0.2,5,350,2900,29,254,< 0.04,< 0.04,2,6,< 0.1,< 0.1,0.3,4,6,11,,,,,,,,,,122,,,-119,0.6,132,104.81,162.5,437.4,0.09,0.26,0.04,< 0.005,0.1,0.326,,1224,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.116,-61.9659,34,"23º06 57.6""","61º57 57.3"" ",La Estrella,186 msnm ,30-08-2007,08:20 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,1605,6.84,8.03,1237,300,1537,15.8,104,112,456,40,43,9.8,10.2,182,201,< 2,91,1,19,< 0.1,0.4,4,22,0.2,40,320,20000,3,350,< 0.04,< 0.04,3,22,< 0.1,< 0.1,0.5,19,6,67,60.00,1.33,60.00,132.67,65600.00,1156.67,63.33,30.67,203.33,615,,,-61,0.6,67.8,123,244,380,,,4.8,0.16,< 0.05,,,< 30,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.4089,-60.3342,35,"24º24 32.1""","60º20 03.1"" ",La Estrella,55 msnm ,31-08-2007,09:05 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,950,3.82,7.13,603,,611,16.1,80,86,325,26.75,26.75,7.28,7.4,70.83,74.97,,46,< 0.1,< 0.1,< 0.1,0.2,1,2,0.2,0.6,320,550,4,10,< 0.04,< 0.04,2,4,< 0.1,< 0.1,0.2,0.6,5,9,,,,,,,,,,1.71,,,-10,0.2,39.9,177.28,73.44,183.46,,0.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.7481,-58.833,36,"24º44 53.3""","58º49 58.8"" ",Pilcomayo,96 msnm ,04-09-2007,10:50 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,28000,7.25,8.45,22161,,35886,23.5,,260,3050,,583.68,9.44,62.81,8300,11823.8,1.3,554,3,20,< 0.1,0.2,17,54,0.2,2,550,750,6,12,< 0.04,< 0.04,4,7,< 0.1,< 0.1,0.7,1,20,22,,,,,,,,,,4.56,,,-87,17.2,90,473.48,5278,5629.5,1.49,1.8,0.05,< 0.005,0.01,0.619,,53,100,,,< 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.2646,-57.7253,37,"25º15 52.7""","57º43 31.2"" ",Pilcomayo,31 msnm ,01-09-2007,12:35 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,1899,5.62,7.94,1213,,1253,20.3,74,80,400,44.99,48.64,8.59,8.73,247.17,247.47,,53,1,< 0.1,< 0.1,< 0.1,4,5,0.3,3,270,1350,14,48,< 0.04,< 0.04,2,6,< 0.1,< 0.1,0.4,4,12,10,,,,,,,,,,12.3,,,-57,0.8,64.6,227.01,244.8,431.73,,0.52,0.24,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.1488,-59.6794,38,"25º08 55.8""","59º40 45.8"" ",Montelindo,0 msnm ,31-08-2007,12:05 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,34400,7.84,8.06,43918,,45490,21.2,340,420,3250,498.56,535,15.56,15.81,8300,8303.2,,510,6,9,< 0.1,< 0.1,37,45,0.2,2,900,2300,12,43,< 0.04,< 0.04,6,12,< 0.1,< 0.1,0.2,0.5,16,44,,,,,,,,,,8.99,,,-95,21.5,106.8,456.18,7100,14175,,0.83,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.6965,-59.8176,39,"24º41 47.4""","59º49 03.2"" ",Salada,86 msnm ,31-08-2007,14:35 Hs,SIN DATOS,SIN DATOS,Agosto 2007, Unidad de Medio Ambiente,3030,6.61,7.83,2103,,2236,19.3,120,130,510,44.99,44.99,8.49,8.62,48.68,48.73,,43,< 0.1,1,< 0.1,0.2,6,7,0.2,7,370,4700,76,211,< 0.04,< 0.04,3,7,< 0.1,< 0.1,0.3,4,11,17,,,,,,,,,,128,,,-50,1.5,74.2,216.2,331.5,842.4,,0.81,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.7879,-58.0208,40,"25º47 16.3""","58º01 14.9"" ",Montelindo,63 msnm ,01-09-2007,09:40 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,2200,5.89,7.82,1437,,1528,17.7,80,80,400,38.91,48.64,7.8,7.92,314.37,314.77,,44,< 0.1,< 0.1,< 0.1,< 0.1,5,24,0.6,4,521,2900,37,115,< 0.04,< 0.04,4,5,< 0.1,< 0.1,0.5,2,7,7,,,,,,,,,,63,,,-49,1,65.1,218.36,234.6,591.3,,0.94,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.2652,-57.7287,41,"25º15 54.7""","57º43 43.2"" ",Porteño,51 msnm ,01-09-2007,11:40 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,1672,5.86,8.14,1091,,1118,19.1,84,84,385,37.87,42.56,8.21,8.34,202.87,203,,29,0.2,2,< 0.1,< 0.1,3,4,26,29,407,800000,25,32,< 0.04,< 0.04,4,5,< 0.1,< 0.1,0.2,0.5,6,7,,,,,,,,,,10.1,,,-68,0.7,68.4,237.82,173.4,404.59,,0.37,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.1068,-57.5464,42,"25º06 24.3""","57º32 47"" ",Confuso,69 msnm ,03-09-2007,12:10 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,651,9.39,7.3,333,,357,25.6,16,16,75,7.3,8.51,3.9,10.47,96.09,96.18,5.1,56,0.5,< 0.1,< 0.1,< 0.1,2,2,0.2,1,114,700,8,39,< 0.04,< 0.04,0.8,2,< 0.1,< 0.1,0.2,0.8,5,8,,,,,,,,,,10.6,,,-19,0.1,122,40,105.56,35.8,0.05,0.16,0.05,< 0.005,0.1,1.01,,51,140,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.1894,-58.2996,43,"24º11 22""","58º17 58.7"" ",Negro,109 msnm ,03-09-2007,14:40 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,3380,7.1,7.92,1994,,2109,27.8,66,66,405,58.37,58.37,10.64,14.3,507.29,507.76,3.7,107,2,2,< 0.1,< 0.1,6,6,0.4,2,370,1500,54,150,< 0.04,< 0.04,3,5,< 0.1,< 0.1,0.4,1.5,7,8,,,,,,,,,,28.9,,,-57,1.7,93.4,143.77,537.95,437.9,0.73,0.94,0.06,0.008,0.04,1.04,,7104,15300,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.8932,-58.4462,44,"23º53 35.6""","58º26 46.4"" ",Montelindo,92 msnm ,03-09-2007,15:50 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,47200,10.7,8.28,55675,,66885,27.9,,720,5500,,899.84,14.53,77.4,9694.2,9703.26,9.3,3238,9,39,0.2,< 0.1,40,135,0.3,7,1900,8200,100,523,< 0.04,< 0.04,10,46,< 0.1,< 0.1,0.1,< 0.1,10,66,,,,,,,,,,8.69,,,-78,30.8,141,501.58,13195,9436.5,1.86,2.55,0.04,< 0.005,0.02,0.809,,75,120,,,< 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.2146,-59.2026,45,"23º12 52.4""","59º12 09.4"" ",Verde,111 msnm ,05-09-2007,16:35 Hs,SIN DATOS,SIN DATOS,Septiembre 2007, Unidad de Medio Ambiente,60700,,9.15,73675,,95051,27.6,,840,7650,,1349.8,,3.22,,14590,,,14,25,< 0.1,< 0.1,90,1500,0.6,2,2300,4000,58,80,< 0.04,< 0.04,12,24,< 0.1,< 0.1,0.3,0.5,16,25,,,,,,,,,,8.09,,,-130,41,,475.69,13956.3,22882.5,,,,,,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.3792,-62.5189,46,"22º22 45.1""","62º31 8.2"" ",Pilcomayo,194 msnm ,07-11-2007,09:00 Hs,SIN DATOS,SIN DATOS,Noviembre 2007, Unidad Medio Ambiente,1069,6.58,7.58,730,16000,17000,,89,89.5,390,36,76.1,9.9,11.5,89,90.8,1,303,,30,,4,,60,,153,,35500,,550,,0.04,,75,,1,,250,,200,,,,,,,,15.01,,> 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2611,-63.5033,47,"21º15 40""","63º30 12"" ",Pilcomayo,383 msnm ,08-11-2007,11:10 Hs,SIN DATOS,SIN DATOS,Noviembre 2007, Unidad Medio Ambiente,1274,5.12,7.95,850,2600,3500,,96,99,410,39,52.5,7.2,8.9,130,144,1,109,4,10,0.1,1,6,25,2,825,1700,30000,90,620,< 0.04,< 0.04,6,30,< 0.1,0.3,4,75,50,90,2.31,0.35,7.31,316.54,10884.62,203.85,9.23,26.08,15.38,699,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2396,-65.2091,48,"21º14 22.6""","65º12 32.6"" ",San Juan del Oro,2339 msnm ,09-11-2007,16:05 Hs,0.466 m/s,3 m3/s,Noviembre 2007, Unidad Medio Ambiente,1604,4.84,8.31,1200,2300,3600,25.3,170,170,720,81,82,7.3,8.5,110,110,37.83,69,5,15,< 0.1,1,6,20,0.5,35,700,37200,21,320,< 0.04,< 0.04,7,25,< 0.1,0.4,2,60,15,80,4.35,0.43,6.09,15.00,15869.57,130.00,7.83,22.91,28.26,917,0.17,,-79,0.6,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.7421,-65.2414,49,"20º44 31.7""","65º14 29.0"" ",Tumusla,2336 msnm ,09-11-2007,18:05 Hs,0.271 m/s,3 m3/s,Noviembre 2007, Unidad Medio Ambiente,1446,4.97,8.56,1100,45,1200,22.6,120,121,700,100,106,13,15,83,88.7,40.16,4,6,400,< 0.1,40,1,230,3,8,350,46000,50,450,< 0.04,< 0.04,3,30,< 0.1,9,0.1,240,4,170,8755.56,888.89,5088.89,111.11,1014444.44,8888.89,600.00,5044.44,3688.89,31.4,200.00,,-92,0.5,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.4719,-65.7936,50,"19º28 18.9""","65º47 36.8"" ",Tarapaya,3341 msnm ,10-11-2007,07:20 Hs,0.382 m/s,0 m3/s,Noviembre 2007, Unidad Medio Ambiente,1479,5.7,6.67,1000,520,1520,6.2,180,183,520,17,20.8,20,21.2,97,99,47,183,16,280,15,21,3,170,0.3,65,1010,1230,700,1680,< 0.04,< 0.04,15,100,< 0.1,< 0.1,< 0.1,83,2204,6385,507.69,11.54,321.15,124.42,423.08,1884.62,163.46,121.15,8040.38,266,,,16,0.5,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.6021,-65.7346,51,"19º36 07.4""","65º44 04.5"" ",De la Ribera,4061 msnm ,29-02-2008,09:20 Hs,SIN DATOS,SIN DATOS,Febrero 2008, Unidad de Medio Ambiente,245,5.28,6.84,200,48,248,11.6,25.69,27,83.5,3.33,3.91,2.65,3.55,10.9,12,,< 2,10,,0.9,,2,,0.6,,90,,5,,< 0.04,,0.7,,< 0.1,,0.1,,60,,,,,,,,,,,1.27,,,7,0,93,60,3,41.3,0.03,0.18,< 0.5,< 0.02,0.18,11,< 6,,,< 0.002,,0.005,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.4865,-65.6185,52,"20º29 11.5""","65º37 06.6"" ",Tumusla,2564 msnm ,02-03-2008,08:35 Hs,SIN DATOS,SIN DATOS,Marzo 2008, Unidad de Medio Ambiente,768,5.2,8.27,600,862,1462,16.4,55.3,57.57,310.6,39.07,40.51,6.42,7.4,36.5,41.8,,< 2,3,,< 0.1,,1,,1,,240,,30,,< 0.04,,2,,< 0.1,,< 0.1,,8,,,,,,,,,,,7.16,,,-75,0.1,73.2,115,29,207.7,0.31,0.37,2.5,< 0.02,0.13,11,< 6,,,< 0.002,,0.002,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.8207,-65.6666,53,"20º49 14.7""","65º39 59.7"" ",Cotagaita,2655 msnm ,02-03-2008,10:45 Hs,SIN DATOS,SIN DATOS,Marzo 2008, Unidad de Medio Ambiente,1686,4.66,7.69,1808,255,2063,17.9,98.93,103.33,835.8,136.71,140.3,7.4,8.14,45,47.3,,4,2,,0.4,,1,,0.6,,480,,350,,< 0.04,,40,,< 0.1,,< 0.1,,20,,,,,,,,,,,223,,,-42,0.7,71.6,65,31,705.9,< 0.03,0.09,2.7,< 0.02,0.44,27,< 6,,,< 0.002,,0.01,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
